1000416326194810881	828030159932395520
1001286160478556161	1248259588685692928
1004318000584056832	37779837
1004484314	2688537468
1004694289	618625439
1004894980962336768	32340937
100545608	150267476
1006967125754331136	435232010
1007195580	2749315621
1007560450748354560	1564890853
100911222	244655353
1010308883896774656	1349005125277331459
1010308883896774656	14097647
1010320666648645632	453124512
1010384732759252997	245966741
1011418918567792641	81122301
1011581275851943938	1260237051645104130
1012108315000623104	20799280
1012157576	216813918
1013465243635408897	1472840303564537858
1014498961963536384	19651284
1015928505748606977	439437576
1017962856	57362673
1019271812474171392	2830036780
1019944707311403008	417121355
1021192197914464257	1130042420
1021192197914464257	182398325
1023421856986980352	299026077
102344243	1045624693
102344243	64375125
1024047313017290752	46678624
102486369	319272601
1025044690083573760	796260934549323776
1027098097	969781208321331201
1027379881	78905469
1027969260	1494693992591724550
1028022611324747776	1348215463
1028022611324747776	163633469
1028022611324747776	188019606
1028022611324747776	256552189
1028022611324747776	366498596
1028022611324747776	500294769
1031000589054828544	117602839
1031000589054828544	1191855827667128320
1031000589054828544	1974086167
1031000589054828544	2579554963
1031000589054828544	2581254006
1031000589054828544	40089659
1031000589054828544	633800298
1031367711987658753	49859711
1032744357777039361	55370662
1033084441697153024	803694179079458816
1033084441697153024	98471035
1034313132225613824	1326355080803573760
1041043669145542656	1103079537393442816
1041043669145542656	382615996
104208920	1347898200183681024
104208920	1349500369706119168
104208920	1383839177305821185
104208920	919965874311782400
1042563892239511552	994436705514999808
104324598	52520708
1044231098006425601	27335898
1044285651812839424	1000050134535860224
1044285651812839424	100331858
1044285651812839424	1004840093843062785
1044285651812839424	1109080642711703552
1044285651812839424	1119288517438443521
1044285651812839424	1134800067645321217
1044285651812839424	1213240561982791683
1044285651812839424	1216593670692069376
1044285651812839424	1220652146649128963
1044285651812839424	1222733786854461440
1044285651812839424	1227746515571093504
1044285651812839424	1240713285357494276
1044285651812839424	1257701119888932864
1044285651812839424	1283178036859408384
1044285651812839424	1284976632357195776
1044285651812839424	1286363886288023552
1044285651812839424	1316119503680536576
1044285651812839424	1336209514165518336
1044285651812839424	1338534581155328000
1044285651812839424	1360248984137125889
1044285651812839424	1360257278260240384
1044285651812839424	1363180915208421381
1044285651812839424	1367141499113242627
1044285651812839424	1377416459194757120
1044285651812839424	1388601563330002952
1044285651812839424	1405200004982116357
1044285651812839424	1419273343635763202
1044285651812839424	1419376572516143108
1044285651812839424	1423578595281211393
1044285651812839424	1435198041758257154
1044285651812839424	1448345402026123278
1044285651812839424	1470331702165790721
1044285651812839424	1481010697052073984
1044285651812839424	1485768227993100290
1044285651812839424	1490158739684532224
1044285651812839424	2252201995
1044285651812839424	2416996807
1044285651812839424	2450879042
1044285651812839424	2531789803
1044285651812839424	2589852324
1044285651812839424	3241516467
1044285651812839424	4861931786
1044285651812839424	592063796
1044285651812839424	702868412754624516
1044285651812839424	781346578250346496
1044285651812839424	797608760109694976
1044285651812839424	829767078253051904
1044285651812839424	836538750582808576
1044285651812839424	95359953
1044285651812839424	970252675697737728
1044285651812839424	98205749
1044285651812839424	986398552128569344
1044285651812839424	989668124894027776
1045436971257139200	16503916
1045624693	1024200993398054912
